firstname,p_r_f_his,p_r_f_whi,p_r_f_bla,p_r_f_asi,p_r_f_oth
ERLINDA,0.1,0.130769231,0,0.761538462,0.007692308
ERMA,0.036585366,0.62195122,0.304878049,0.036585366,0
ERNEST,0.092805755,0.752517986,0.118705036,0.030935252,0.005035971
ERNESTINA,0.823529412,0.098039216,0.058823529,0.019607843,0
ERNESTINE,0.116071429,0.446428571,0.410714286,0.017857143,0.008928571
ERNESTO,0.777003484,0.076655052,0.008710801,0.137630662,0
ERNIE,0.240601504,0.593984962,0.030075188,0.120300752,0.015037594
ERNST,0,0.666666667,0.333333333,0,0
ERROL,0.010752688,0.430107527,0.494623656,0.053763441,0.010752688
ERVIN,0.072164948,0.701030928,0.226804124,0,0
ERWIN,0.133757962,0.554140127,0.050955414,0.25477707,0.006369427
ERYN,0,0.96875,0.03125,0,0
ESMERALDA,0.828358209,0.097014925,0.014925373,0.059701493,0
ESPERANZA,0.842105263,0.081339713,0.004784689,0.071770335,0
ESSIE,0.029411765,0.147058824,0.794117647,0.029411765,0
ESTEBAN,0.893258427,0.078651685,0,0.028089888,0
ESTELA,0.821656051,0.108280255,0.006369427,0.057324841,0.006369427
ESTELLA,0.526315789,0.284210526,0.126315789,0.052631579,0.010526316
ESTELLE,0.048780488,0.853658537,0.097560976,0,0
ESTER,0.333333333,0.416666667,0.083333333,0.166666667,0
ESTHER,0.255125285,0.529612756,0.103644647,0.103644647,0.007972665
ESTRELLA,0.326923077,0.134615385,0,0.538461538,0
ETHAN,0.015564202,0.941634241,0.003891051,0.035019455,0.003891051
ETHEL,0.043165468,0.607913669,0.287769784,0.050359712,0.010791367
ETTA,0.022222222,0.644444444,0.288888889,0.022222222,0.022222222
EUGENE,0.027409776,0.846505254,0.066697122,0.0571037,0.002284148
EUGENIA,0.185840708,0.707964602,0.061946903,0.044247788,0
EUGENIO,0.745098039,0.176470588,0,0.078431373,0
EULA,0,0.5,0.5,0,0
EULALIA,0.676470588,0.294117647,0,0.029411765,0
EUN,0.007462687,0.02238806,0,0.962686567,0.007462687
EUNICE,0.112612613,0.436936937,0.225225225,0.216216216,0.009009009
EUSEBIO,0.830508475,0.06779661,0.033898305,0.06779661,0
EVA,0.208240535,0.675946548,0.05233853,0.059020045,0.004454343
EVAN,0.016897081,0.949308756,0.012288786,0.019969278,0.001536098
EVANGELINA,0.83,0.14,0,0.03,0
EVANGELINE,0.129496403,0.417266187,0.079136691,0.35971223,0.014388489
EVANGELOS,0,1,0,0,0
EVANS,0.033333333,0.566666667,0.4,0,0
EVE,0.036585366,0.920731707,0.006097561,0.036585366,0
EVELIA,0.97826087,0.02173913,0,0,0
EVELINA,0.323529412,0.617647059,0,0.058823529,0
EVELYN,0.137055838,0.664974619,0.113125453,0.078317621,0.006526468
EVERARDO,0.965517241,0.034482759,0,0,0
EVERETT,0.006756757,0.868243243,0.097972973,0.023648649,0.003378378
EVETTE,0.1875,0.4375,0.375,0,0
EVONNE,0,0.795918367,0.183673469,0.020408163,0
EWA,0.01,0.98,0,0.01,0
EYAL,0,1,0,0,0
EZEQUIEL,0.958333333,0.041666667,0,0,0
EZRA,0,0.777777778,0.166666667,0.055555556,0
FABIAN,0.663716814,0.230088496,0.07079646,0.03539823,0
FABIO,0.321428571,0.660714286,0.017857143,0,0
FABIOLA,0.811764706,0.164705882,0.023529412,0,0
FADI,0,0.888888889,0,0.111111111,0
FAE,0,1,0,0,0
FAISAL,0.021276596,0.446808511,0,0.510638298,0.021276596
FAITH,0.018229167,0.880208333,0.059895833,0.033854167,0.0078125
FAN,0,0.037037037,0,0.962962963,0
FANG,0,0,0,1,0
FANNIE,0.016666667,0.25,0.666666667,0.066666667,0
FANNY,0.414285714,0.214285714,0,0.371428571,0
FARAH,0.035087719,0.578947368,0.105263158,0.280701754,0
FARHAD,0,0.765625,0,0.234375,0
FARIBORZ,0,1,0,0,0
FARID,0.017857143,0.732142857,0.017857143,0.214285714,0.017857143
FARIDA,0.03030303,0.393939394,0.03030303,0.515151515,0.03030303
FARRAH,0.022222222,0.688888889,0.155555556,0.133333333,0
FATIMA,0.211267606,0.485915493,0.070422535,0.211267606,0.021126761
FAUSTINO,0.846153846,0.107692308,0.015384615,0.030769231,0
FAUSTO,0.838709677,0.161290323,0,0,0
FAWN,0.032258065,0.967741935,0,0,0
FAY,0,0.808219178,0.075342466,0.109589041,0.006849315
FAYE,0.009118541,0.814589666,0.106382979,0.066869301,0.003039514
FE,0.232142857,0.125,0,0.642857143,0
FEDERICO,0.75,0.153846154,0.006410256,0.083333333,0.006410256
FEI,0,0.02173913,0,0.97826087,0
FELECIA,0.021276596,0.319148936,0.659574468,0,0
FELICE,0.034482759,0.879310345,0.086206897,0,0
FELICIA,0.075892857,0.560267857,0.332589286,0.024553571,0.006696429
FELICIANO,0.625,0.208333333,0,0.166666667,0
FELICITAS,0.666666667,0.119047619,0.023809524,0.19047619,0
FELIPE,0.905569007,0.036319613,0.007263923,0.046004843,0.004842615
FELIX,0.55952381,0.275793651,0.069444444,0.091269841,0.003968254
FEN,0,0,0,1,0
FENG,0.014925373,0.007462687,0,0.97761194,0
FERDINAND,0.178217822,0.386138614,0.03960396,0.396039604,0
FERMIN,0.880597015,0.044776119,0,0.074626866,0
FERN,0,0.902777778,0.069444444,0.013888889,0.013888889
FERNANDA,0.255319149,0.70212766,0.042553191,0,0
FERNANDO,0.78636826,0.148524924,0.006103764,0.057985758,0.001017294
FIDEL,0.903954802,0.04519774,0.011299435,0.033898305,0.005649718
FIDENCIO,0.9,0.066666667,0,0.033333333,0
FILIBERTO,0.923076923,0.076923077,0,0,0
FILOMENA,0.178571429,0.589285714,0,0.232142857,0
FIONA,0.009345794,0.869158879,0.028037383,0.093457944,0
FLAVIA,0.333333333,0.545454545,0.060606061,0.060606061,0
FLAVIO,0.862745098,0.137254902,0,0,0
FLETCHER,0,0.8,0.2,0,0
FLOR,0.829545455,0.125,0,0.045454545,0
FLORA,0.243093923,0.46961326,0.110497238,0.17679558,0
FLORENCE,0.01980198,0.752475248,0.138613861,0.085148515,0.003960396
FLORENCIO,0.716981132,0.094339623,0,0.188679245,0
FLORENTINO,0.806451613,0.048387097,0,0.14516129,0
FLORIAN,0.048780488,0.926829268,0,0.024390244,0
FLORIN,0.032258065,0.967741935,0,0,0
FLOYD,0.00998004,0.828343313,0.129740519,0.025948104,0.005988024
FONDA,0,0.885714286,0.114285714,0,0
FORD,0,1,0,0,0
FOREST,0,0.913793103,0.051724138,0.034482759,0
FORREST,0.00390625,0.953125,0.03125,0.01171875,0
FRAN,0,0.966666667,0.011111111,0.011111111,0.011111111
FRANCES,0.069595262,0.83810464,0.057255676,0.029615005,0.005429418
FRANCESCA,0.042253521,0.922535211,0.028169014,0.007042254,0
FRANCESCO,0.024793388,0.975206612,0,0,0
FRANCINE,0.029339853,0.863080685,0.08801956,0.012224939,0.007334963
FRANCIS,0.022705771,0.88268685,0.030747398,0.061967833,0.001892148
FRANCISCA,0.828282828,0.075757576,0.04040404,0.055555556,0
FRANCISCO,0.878980892,0.086518047,0.001592357,0.032908705,0
FRANCO,0.179775281,0.752808989,0.033707865,0.033707865,0
FRANCOIS,0.016393443,0.786885246,0.147540984,0.049180328,0
FRANK,0.070034791,0.868552413,0.029042505,0.028588716,0.003781576
FRANKIE,0.106145251,0.675977654,0.156424581,0.055865922,0.005586592
FRANKLIN,0.089903181,0.748271093,0.091286307,0.066390041,0.004149378
FRANKLYN,0.171428571,0.685714286,0.114285714,0.028571429,0
FRANZ,0.131578947,0.815789474,0,0.052631579,0
FRED,0.03891709,0.878736605,0.047377327,0.030456853,0.004512126
FREDA,0.019607843,0.81372549,0.147058824,0.019607843,0
FREDDIE,0.126168224,0.443925234,0.364485981,0.056074766,0.009345794
FREDDY,0.62601626,0.268292683,0.06504065,0.040650407,0
FREDERIC,0.024875622,0.915422886,0.029850746,0.029850746,0
FREDERICK,0.009178139,0.894868586,0.066750104,0.026700042,0.002503129
FREDRIC,0,0.980769231,0.019230769,0,0
FREDRICK,0.010676157,0.829181495,0.142348754,0.007117438,0.010676157
FREDY,0.847457627,0.084745763,0,0.06779661,0
FRIEDA,0.020408163,0.816326531,0.06122449,0.102040816,0
FRIEDRICH,0,1,0,0,0
FRITZ,0.019607843,0.764705882,0.176470588,0.039215686,0
FU,0.03030303,0,0,0.96969697,0
GABINO,0.972972973,0.027027027,0,0,0
GABRIEL,0.492863939,0.459562322,0.02188392,0.022835395,0.002854424
GABRIELA,0.62585034,0.363945578,0.003401361,0,0.006802721
GABRIELE,0.046153846,0.953846154,0,0,0
GABRIELLA,0.126760563,0.85915493,0,0,0.014084507
GABRIELLE,0.025125628,0.899497487,0.055276382,0.005025126,0.015075377
GAETANO,0,0.984126984,0,0.015873016,0
GAIL,0.005725191,0.934732824,0.041603053,0.016412214,0.001526718
GALE,0.012307692,0.895384615,0.064615385,0.024615385,0.003076923
GALEN,0.013793103,0.937931034,0.013793103,0.034482759,0
GALINA,0,0.984732824,0,0.015267176,0
GANESH,0.015384615,0.2,0,0.784615385,0
GANG,0,0.013157895,0,0.986842105,0
GAREN,0,1,0,0,0
GARETH,0.020408163,0.87755102,0.020408163,0.06122449,0.020408163
GARLAND,0.010309278,0.835051546,0.154639175,0,0
GARNET,0.028571429,0.8,0.171428571,0,0
GARRET,0,0.888888889,0.013888889,0.097222222,0
GARRETT,0.012605042,0.924369748,0.023109244,0.037815126,0.00210084
GARRICK,0,0.794871795,0.076923077,0.102564103,0.025641026
GARRISON,0,1,0,0,0
GARRY,0.009411765,0.924705882,0.04,0.025882353,0
GARTH,0,0.907894737,0.072368421,0.013157895,0.006578947
GARY,0.007989457,0.953957664,0.01680257,0.019026439,0.00222387
GASPAR,0.774193548,0.161290323,0,0.064516129,0
GAURAV,0,0.183673469,0,0.795918367,0.020408163
GAUTAM,0.052631579,0.157894737,0,0.763157895,0.026315789
GAVIN,0.019607843,0.906862745,0.019607843,0.049019608,0.004901961
GAY,0,0.945783133,0.024096386,0.024096386,0.006024096
GAYE,0.027027027,0.945945946,0.027027027,0,0
GAYLA,0.016949153,0.940677966,0.033898305,0,0.008474576
GAYLE,0.010917031,0.947598253,0.026200873,0.013100437,0.002183406
GAYLEN,0,1,0,0,0
GAYLENE,0,1,0,0,0
GAYLORD,0,0.948717949,0.025641026,0,0.025641026
GE,0,0,0,1,0
GEETA,0,0.292307692,0.015384615,0.676923077,0.015384615
GEETHA,0,0.162162162,0.027027027,0.810810811,0
GEMMA,0.087719298,0.543859649,0.01754386,0.350877193,0
GENA,0.031496063,0.905511811,0.039370079,0.023622047,0
GENARO,0.906976744,0.034883721,0,0.058139535,0
GENE,0.012672811,0.898617512,0.043778802,0.041474654,0.003456221
GENEVA,0.028571429,0.671428571,0.271428571,0.014285714,0.014285714
GENEVIEVE,0.083056478,0.817275748,0.03654485,0.053156146,0.009966777
GENNADY,0,1,0,0,0
GENNARO,0.022727273,0.977272727,0,0,0
GENOVEVA,0.725490196,0.156862745,0,0.117647059,0
GEOFF,0.011111111,0.977777778,0,0.011111111,0
GEOFFREY,0.009380863,0.957786116,0.008442777,0.023452158,0.000938086
GEORG,0,1,0,0,0
GEORGE,0.047079149,0.869452543,0.048914804,0.030882194,0.00367131
GEORGENE,0.027027027,0.945945946,0.027027027,0,0
GEORGETTE,0.021052632,0.821052632,0.136842105,0.021052632,0
GEORGI,0,1,0,0,0
GEORGIA,0.031971581,0.863232682,0.092362345,0.008880995,0.003552398
GEORGIANA,0.048780488,0.87804878,0.048780488,0.024390244,0
GEORGIANNA,0.054054054,0.891891892,0,0,0.054054054
GEORGINA,0.415730337,0.488764045,0.06741573,0.02247191,0.005617978
GERALD,0.012468252,0.933733549,0.036712076,0.014084507,0.003001616
GERALDINE,0.056526208,0.781089414,0.128468654,0.031860226,0.002055498
GERALYN,0.012195122,0.93902439,0.012195122,0,0.036585366
GERARD,0.023474178,0.91314554,0.037558685,0.022300469,0.003521127
GERARDO,0.862354892,0.084577114,0,0.053067993,0
GERD,0,1,0,0,0
GERHARD,0.013888889,0.986111111,0,0,0
GERI,0.00729927,0.97080292,0.02189781,0,0
GERMAINE,0.076923077,0.75,0.153846154,0.019230769,0
GERMAN,0.818181818,0.155844156,0.006493506,0.019480519,0
GERONIMO,0.755555556,0.066666667,0,0.155555556,0.022222222
GERRI,0.015151515,0.954545455,0.03030303,0,0
GERRIE,0,1,0,0,0
GERRY,0.047120419,0.858638743,0.052356021,0.041884817,0
GERTRUDE,0.023809524,0.726190476,0.226190476,0.017857143,0.005952381
GHASSAN,0,0.895833333,0,0.104166667,0
GHEORGHE,0,1,0,0,0
GIA,0.046511628,0.697674419,0.11627907,0.139534884,0
GIANCARLO,0.225806452,0.774193548,0,0,0
GIANG,0,0,0,1,0
GIAO,0,0,0,1,0
GIDEON,0.023809524,0.833333333,0.047619048,0.095238095,0
GIGI,0.072727273,0.745454545,0.036363636,0.145454545,0
GIL,0.238938053,0.539823009,0,0.221238938,0
GILBERT,0.329472329,0.567567568,0.046332046,0.051480051,0.005148005
GILBERTO,0.918644068,0.074576271,0.003389831,0.003389831,0
GILDA,0.316831683,0.524752475,0.108910891,0.04950495,0
GILDARDO,0.911764706,0.088235294,0,0,0
GILES,0.024390244,0.951219512,0,0.024390244,0
GILLES,0,1,0,0,0
GILLIAN,0.013245033,0.887417219,0.079470199,0.01986755,0
GINA,0.038135593,0.903013183,0.025423729,0.032015066,0.001412429
GINETTE,0,0.64516129,0.322580645,0.032258065,0
GINGER,0.006276151,0.947698745,0.020920502,0.016736402,0.008368201
GINNY,0.019230769,0.961538462,0,0,0.019230769
GINO,0.083333333,0.87037037,0,0.046296296,0
GIOVANNA,0.147540984,0.803278689,0.016393443,0.016393443,0.016393443
GIOVANNI,0.224043716,0.693989071,0.027322404,0.049180328,0.005464481
GIRISH,0,0.08,0,0.9,0.02
GISELA,0.35,0.6375,0,0.0125,0
GISELE,0.086956522,0.717391304,0.173913043,0.02173913,0
GISELLE,0.320754717,0.566037736,0.094339623,0.018867925,0
GITA,0,0.375,0,0.625,0
GIULIO,0,1,0,0,0
GIUSEPPE,0.041176471,0.941176471,0.005882353,0.005882353,0.005882353
GIUSEPPINA,0,1,0,0,0
GLADYS,0.340807175,0.417040359,0.188340807,0.053811659,0
GLEN,0.007014809,0.941543258,0.013250195,0.037412315,0.000779423
GLENDA,0.060075094,0.814768461,0.095118899,0.025031289,0.005006258
GLENN,0.007147963,0.919942816,0.03073624,0.037526805,0.004646176
GLENNA,0.007936508,0.936507937,0.031746032,0.015873016,0.007936508
GLENNON,0,1,0,0,0
GLORIA,0.269258721,0.553415698,0.125,0.047601744,0.004723837
GLORY,0,0.833333333,0.133333333,0.033333333,0
GLYNN,0,0.868421053,0.105263158,0.026315789,0
GONZALO,0.927884615,0.0625,0,0.009615385,0
GOPAL,0,0.125,0,0.875,0
GORAN,0,1,0,0,0
GORDANA,0,1,0,0,0
GORDON,0.004350979,0.929659173,0.016678753,0.044234953,0.005076142
GRACE,0.066021127,0.649647887,0.063380282,0.219190141,0.001760563
GRACIE,0.1875,0.416666667,0.354166667,0.020833333,0.020833333
GRACIELA,0.85546875,0.140625,0.00390625,0,0
GRADY,0.024,0.872,0.104,0,0
GRAEME,0,1,0,0,0
GRAHAM,0,0.974264706,0.018382353,0.003676471,0.003676471
GRAIG,0,1,0,0,0
GRANT,0.002688172,0.961021505,0.008064516,0.028225806,0
GRAYDON,0,1,0,0,0
GRAYSON,0,1,0,0,0
GRAZYNA,0.02173913,0.956521739,0.02173913,0,0
GREG,0.013539652,0.949065119,0.014829142,0.02063185,0.001934236
GREGG,0.003663004,0.975579976,0.008547009,0.012210012,0
GREGGORY,0,0.875,0.1,0.025,0
GREGORIA,0.696969697,0.151515152,0.03030303,0.121212121,0
GREGORIO,0.767295597,0.088050314,0.006289308,0.13836478,0
GREGORY,0.010678871,0.939645309,0.038710908,0.008962624,0.002002288
GRETA,0.010869565,0.826086957,0.119565217,0.038043478,0.005434783
GRETCHEN,0.007566204,0.969735183,0.015132409,0.003783102,0.003783102
GRICELDA,0.918918919,0.081081081,0,0,0
GRIGOR,0,1,0,0,0
GRIGORIY,0,1,0,0,0
GRISELDA,0.868421053,0.078947368,0.01754386,0.035087719,0
GROVER,0.032786885,0.803278689,0.163934426,0,0
GRZEGORZ,0,1,0,0,0
GUADALUPE,0.948071217,0.047477745,0,0.004451039,0
GUAN,0,0,0,1,0
GUANG,0,0.048780488,0,0.951219512,0
GUDRUN,0,1,0,0,0
GUIDO,0.180327869,0.819672131,0,0,0
GUILLERMINA,0.931034483,0.068965517,0,0,0
GUILLERMO,0.909594096,0.062730627,0,0.025830258,0.001845018
GUNNAR,0,1,0,0,0
GUNTHER,0,1,0,0,0
GUO,0.01369863,0,0,0.98630137,0
GURPREET,0,0.26,0,0.68,0.06
GUS,0.136363636,0.809090909,0.036363636,0.018181818,0
GUSTAV,0,1,0,0,0
GUSTAVO,0.902489627,0.091286307,0.002074689,0.004149378,0
GUY,0.010180995,0.93438914,0.028280543,0.022624434,0.004524887
GWEN,0.010638298,0.92287234,0.031914894,0.029255319,0.005319149
GWENDOLYN,0.011254019,0.541800643,0.430868167,0.011254019,0.004823151
GWYN,0,0.967741935,0,0.032258065,0
GWYNETH,0,1,0,0,0
HA,0,0.060606061,0,0.919191919,0.02020202
HABIB,0,0.7,0.075,0.2,0.025
HAE,0,0.02,0,0.98,0
HAI,0.004651163,0.013953488,0,0.981395349,0
HAILEY,0,0.87804878,0,0.12195122,0
HAIM,0,1,0,0,0
HAKOP,0,1,0,0,0
HAL,0.006060606,0.957575758,0.012121212,0.024242424,0
HALEY,0.007246377,0.963768116,0.014492754,0.014492754,0
HALINA,0,1,0,0,0
HALLIE,0,0.970588235,0.029411765,0,0
HAMID,0,0.748091603,0.015267176,0.236641221,0
HAMILTON,0.096774194,0.64516129,0.096774194,0.161290323,0
HAN,0,0.066666667,0,0.933333333,0
HANA,0.029411765,0.735294118,0.029411765,0.205882353,0
HANAN,0,0.909090909,0,0.090909091,0
HANG,0.011764706,0.035294118,0,0.952941176,0
HANH,0,0,0,1,0
HANI,0,0.818181818,0,0.181818182,0
HANK,0,0.785714286,0,0.214285714,0
HANNA,0.02,0.67,0.08,0.23,0
HANNAH,0.012690355,0.817258883,0.035532995,0.129441624,0.005076142
HANNELORE,0,1,0,0,0
HANS,0.022801303,0.928338762,0.006514658,0.035830619,0.006514658
HANY,0,0.88372093,0,0.11627907,0
HAO,0.006756757,0,0,0.993243243,0
HARALD,0.085714286,0.885714286,0,0.028571429,0
HARI,0,0.265306122,0,0.693877551,0.040816327
HARINDER,0.055555556,0.194444444,0.027777778,0.694444444,0.027777778
HARISH,0,0.16,0,0.82,0.02
HARJINDER,0,0.2,0,0.8,0
HARLAN,0.008,0.944,0.024,0.008,0.016
HARLEY,0.016260163,0.93495935,0.032520325,0.016260163,0
HARMONY,0,0.870967742,0,0.064516129,0.064516129
HAROLD,0.022222222,0.888461538,0.06965812,0.015384615,0.004273504
HARPREET,0,0.238095238,0,0.746031746,0.015873016
HARRIET,0.006920415,0.837370242,0.114186851,0.038062284,0.003460208
HARRIETT,0.014492754,0.826086957,0.15942029,0,0
HARRIS,0.031914894,0.79787234,0.021276596,0.127659574,0.021276596
HARRISON,0.023255814,0.674418605,0.197674419,0.093023256,0.011627907
HARRY,0.018488309,0.883088635,0.048395867,0.045676998,0.00435019
HARVEY,0.021487603,0.854545455,0.089256198,0.031404959,0.003305785
HASAN,0.022222222,0.711111111,0.022222222,0.222222222,0.022222222
HASMIK,0,1,0,0,0
HASSAN,0.036036036,0.666666667,0.099099099,0.18018018,0.018018018
HATTIE,0.015384615,0.353846154,0.6,0.015384615,0.015384615
HAU,0.029411765,0,0,0.941176471,0.029411765
HAYDEE,0.816326531,0.12244898,0,0.06122449,0
HAYDEN,0.033333333,0.833333333,0.1,0.033333333,0
HAYLEY,0,0.964285714,0.011904762,0.011904762,0.011904762
HAZEL,0.017667845,0.674911661,0.208480565,0.077738516,0.021201413
HEATH,0,0.975,0.0125,0.004166667,0.008333333
HEATHER,0.008963972,0.973970005,0.008963972,0.005171522,0.002930529
HECTOR,0.927027027,0.054954955,0.004504505,0.013513514,0
HEDY,0.064516129,0.774193548,0.032258065,0.129032258,0
HEE,0.018518519,0.037037037,0,0.925925926,0.018518519
HEIDE,0.022727273,0.954545455,0,0,0.022727273
HEIDI,0.008703619,0.971598717,0.003664682,0.014658727,0.001374256
HEIKE,0,0.971428571,0.028571429,0,0
HEINZ,0.042553191,0.914893617,0.021276596,0.021276596,0
HELEN,0.033090909,0.793454545,0.068,0.100363636,0.005090909
HELENA,0.063348416,0.751131222,0.058823529,0.117647059,0.009049774
HELENE,0.010752688,0.94265233,0.021505376,0.025089606,0
HELGA,0.035294118,0.964705882,0,0,0
HELMUT,0,1,0,0,0
HEMA,0,0.15625,0,0.8125,0.03125
HEMANT,0,0.243902439,0.024390244,0.682926829,0.048780488
HENDRIK,0,1,0,0,0
HENG,0.025,0.025,0,0.95,0
HENRI,0.044444444,0.711111111,0.133333333,0.111111111,0
HENRIETTA,0.12371134,0.587628866,0.268041237,0.020618557,0
HENRIK,0,0.945945946,0.027027027,0.027027027,0
HENRY,0.101160261,0.664249456,0.091007977,0.140681653,0.002900653
HENRYK,0,1,0,0,0
HERB,0,0.911764706,0.088235294,0,0
HERBERT,0.032292788,0.82131324,0.113024758,0.026910657,0.006458558
HERIBERTO,0.915492958,0.077464789,0,0.007042254,0
HERLINDA,0.857142857,0.12244898,0.020408163,0,0
HERMAN,0.1,0.56097561,0.231707317,0.107317073,0
HERMELINDA,0.8,0.1,0.025,0.075,0
HERMINIA,0.636363636,0.090909091,0,0.254545455,0.018181818
HERMINIO,0.542857143,0.142857143,0,0.314285714,0
HERNAN,0.857142857,0.142857143,0,0,0
HERVE,0.033333333,0.833333333,0.1,0.033333333,0
HETAL,0,0.117647059,0,0.882352941,0
HIEN,0,0.017391304,0,0.982608696,0
HIEP,0.016129032,0.016129032,0,0.967741935,0
HIEU,0.012987013,0.025974026,0,0.961038961,0
HILARIO,0.859375,0.015625,0,0.125,0
HILARY,0,0.982142857,0.003571429,0.007142857,0.007142857
HILDA,0.531578947,0.4,0.039473684,0.023684211,0.005263158
HILLARY,0.01010101,0.96969697,0.005050505,0.01010101,0.005050505
HIMANSHU,0,0.133333333,0,0.866666667,0
HINA,0,0.157894737,0,0.815789474,0.026315789
HING,0,0,0,1,0
HIPOLITO,0.895833333,0.041666667,0,0.0625,0
HIRAM,0.419354839,0.467741935,0.048387097,0.064516129,0
HIROKO,0,0.133333333,0,0.866666667,0
HISHAM,0.033333333,0.833333333,0,0.133333333,0
HITESH,0,0.181818182,0,0.818181818,0
HO,0,0,0,0.987179487,0.012820513
HOA,0.005847953,0.005847953,0,0.988304094,0
HOAI,0,0,0,1,0
HOAN,0,0.096774194,0,0.903225806,0
HOANG,0.006535948,0.013071895,0,0.980392157,0
HOI,0,0,0,1,0
HOLLEY,0,1,0,0,0
HOLLI,0,0.986842105,0.013157895,0,0
HOLLIE,0,0.960629921,0.039370079,0,0
HOLLIS,0.026666667,0.84,0.12,0.013333333,0
HOLLY,0.005912162,0.973817568,0.005067568,0.013935811,0.001266892
HOMER,0.071428571,0.793650794,0.079365079,0.055555556,0
HOMERO,0.935483871,0.032258065,0.032258065,0,0
HONG,0.005025126,0.015075377,0,0.977386935,0.002512563
HOPE,0.057432432,0.834459459,0.097972973,0.010135135,0
HORACE,0.012903226,0.541935484,0.419354839,0.019354839,0.006451613
HORACIO,0.873563218,0.103448276,0.011494253,0.011494253,0
HORST,0,1,0,0,0
HORTENCIA,0.939393939,0.060606061,0,0,0
HOSSEIN,0,0.903846154,0,0.076923077,0.019230769
HOUSTON,0.028571429,0.771428571,0.2,0,0
HOWARD,0.005754759,0.891544931,0.057547587,0.043382027,0.001770695
HOYT,0.027027027,0.918918919,0.027027027,0.027027027,0
HSIU,0,0,0,1,0
HUA,0,0,0,1,0
HUAN,0,0.013333333,0.013333333,0.973333333,0
HUBERT,0.015706806,0.748691099,0.146596859,0.083769634,0.005235602
HUE,0,0.037037037,0,0.962962963,0
HUEY,0,0.297297297,0.189189189,0.513513514,0
HUGH,0.001677852,0.929530201,0.046979866,0.018456376,0.003355705
HUGO,0.813829787,0.170212766,0,0.015957447,0
HUI,0.005524862,0.005524862,0,0.988950276,0
HUMBERTO,0.92971246,0.054313099,0.009584665,0.006389776,0
HUN,0,0,0,1,0
HUNG,0.00477327,0.007159905,0.002386635,0.980906921,0.00477327
HUNTER,0.016666667,0.983333333,0,0,0
HUONG,0.008,0.008,0,0.984,0
HUSSEIN,0,0.693877551,0.142857143,0.163265306,0
HUY,0,0.009090909,0,0.990909091,0
HUYEN,0,0,0,1,0
HWA,0,0,0,1,0
HYE,0,0.113207547,0,0.886792453,0
HYO,0,0.029411765,0,0.970588235,0
HYUN,0.008403361,0.025210084,0,0.957983193,0.008403361
HYUNG,0,0.051282051,0,0.948717949,0
IAIN,0,1,0,0,0
IAN,0.007785467,0.9316609,0.028546713,0.028546713,0.003460208
IBRAHIM,0.012048193,0.65060241,0.13253012,0.192771084,0.012048193
IDA,0.131868132,0.641025641,0.15018315,0.065934066,0.010989011
IDALIA,0.78125,0.1875,0,0.03125,0
IGNACIO,0.90060241,0.072289157,0,0.027108434,0
IGOR,0.020618557,0.969072165,0,0.010309278,0
IHOR,0,1,0,0,0
ILA,0,0.85,0,0.125,0.025
ILAN,0,1,0,0,0
ILANA,0.018867925,0.962264151,0,0.018867925,0
ILEANA,0.637681159,0.362318841,0,0,0
ILENE,0.012738854,0.955414013,0.012738854,0.012738854,0.006369427
ILIANA,0.8,0.2,0,0,0
ILIAS,0,1,0,0,0
ILONA,0.040540541,0.932432432,0.027027027,0,0
ILYA,0.014925373,0.985074627,0,0,0
IMAD,0,0.763157895,0,0.236842105,0
IMELDA,0.497237569,0.160220994,0.022099448,0.314917127,0.005524862
IMOGENE,0.052631579,0.710526316,0.210526316,0.026315789,0
IMRAN,0,0.37037037,0.037037037,0.592592593,0
IN,0,0.028571429,0,0.971428571,0
INA,0.019047619,0.8,0.133333333,0.047619048,0
INDERJIT,0,0.186046512,0,0.76744186,0.046511628
INDIA,0.066666667,0.533333333,0.4,0,0
INDIRA,0.094339623,0.264150943,0.037735849,0.547169811,0.056603774
INES,0.578313253,0.337349398,0.036144578,0.048192771,0
INEZ,0.19,0.46,0.3,0.04,0.01
INGA,0,0.893617021,0.042553191,0.021276596,0.042553191
INGE,0,0.93877551,0.020408163,0.040816327,0
INGEBORG,0.021276596,0.978723404,0,0,0
INGRID,0.130434783,0.73657289,0.089514066,0.035805627,0.007672634
INNA,0,0.990196078,0,0.009803922,0
IOAN,0,1,0,0,0
IOANA,0,1,0,0,0
IOANNIS,0.03030303,0.96969697,0,0,0
IQBAL,0,0.285714286,0,0.685714286,0.028571429
